Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 50 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(2.1718671321868896, 22.569172057187444)
(2.2031304836273193, 22.571130999402133)
(2.1731014251708984, 22.470450748812485)
(2.187506914138794, 22.164733308318986)
(2.187500476837158, 22.3351898593371)
(2.1718664169311523, 22.977054087494523)
(2.171884775161743, 22.096949175934725)
(2.1874942779541016, 22.41013885069943)
(2.203130006790161, 22.84411879275462)
(2.193100929260254, 22.21825908040401)
(2.203122615814209, 22.37066849577244)
(2.187514305114746, 22.42799162833857)
(2.188725233078003, 22.42146725418542)
(2.187509298324585, 22.632950140632936)
(2.124983549118042, 22.015585228558663)
(2.172186851501465, 22.52935207021876)
(2.187192916870117, 21.84690752707844)
(2.218747854232788, 20.841661272423533)
(2.1887712478637695, 22.376909047831166)
(2.1875035762786865, 22.703524222801388)
(2.1874961853027344, 22.54426107287752)
(2.203124523162842, 22.7800638551231)
(2.1562488079071045, 22.0075636927754)
(2.1886913776397705, 22.047610505196957)
(2.188760995864868, 22.33072233797767)
(2.200442314147949, 22.38928892865981)
(2.2031333446502686, 22.692214189886474)
(2.1875007152557373, 22.421385857256762)
(2.1731135845184326, 22.254463618815205)
(2.187502145767212, 22.254802760655988)
(2.17187237739563, 22.579258661235652)
(2.187504291534424, 22.216462127968345)
(2.1718804836273193, 22.49274592539796)
(2.1718809604644775, 22.08844619494704)
(2.171877145767212, 22.220835861826174)
(2.187495470046997, 22.07013822505652)
(2.1875057220458984, 22.48529287234369)
(2.172916889190674, 22.487593197076567)
(2.2656326293945312, 22.37100720126939)
(2.1718661785125732, 22.561541253379083)
(2.2031233310699463, 22.26411631301271)
(2.219297409057617, 22.546475109144186)
(2.1874892711639404, 22.409860000866814)
(2.2031280994415283, 22.51725903347769)
(2.2031192779541016, 22.253792939242825)
(2.187513589859009, 22.233514359921326)
(2.1887359619140625, 22.365375854519336)
(2.18750262260437, 22.690491262211502)
(2.218742609024048, 22.528887872237984)
(2.187504529953003, 22.275661047108652)

Promedio de tiempos:
2.1883888626098633 segundos
2188.3888626098633 milisegundos

Desviación estándar:
0.019436347355982393 segundos
19.43634735598239 milisegundos

Promedio valor función objetivo:
22.364106919593095
Desviación estándar valor función objetivo:
0.019436347355982393
