Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 40 iteraciones y 20 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.7343668937683105, 22.268569447387133)
(0.7340404987335205, 22.07952897369418)
(0.7343752384185791, 22.378566067562637)
(0.7343752384185791, 22.235471599539025)
(0.7187509536743164, 22.397404624129628)
(0.7499923706054688, 22.46483387004615)
(0.7343747615814209, 22.20223528637899)
(0.7500083446502686, 22.3532221465561)
(0.7343692779541016, 23.010224276026605)
(0.7500524520874023, 22.240115147825573)
(0.7273542881011963, 22.384922728868744)
(0.7343785762786865, 22.37803466973858)
(0.7343752384185791, 22.71015349279458)
(0.7343788146972656, 22.133152806471625)
(0.7187504768371582, 22.383598046837577)
(0.734372615814209, 22.50066137550421)
(0.7500073909759521, 22.56069568392642)
(0.7343730926513672, 22.61471383164399)
(0.7343847751617432, 22.611420616438476)
(0.7343742847442627, 22.211936245844615)
(0.7343804836273193, 22.54946069227895)
(0.7343683242797852, 22.391915641345555)
(0.734372615814209, 22.235430796850654)
(0.7343971729278564, 22.35082895656885)
(0.7343504428863525, 22.134344288899086)
(0.7343823909759521, 22.196028527363914)
(0.7343795299530029, 22.755141796117442)
(0.7656211853027344, 22.36042228555317)
(0.7499904632568359, 22.702518999042965)
(0.7343885898590088, 22.586048658219557)
(0.7356741428375244, 22.57297781323032)
(0.7343828678131104, 22.13952085337054)
(0.7343807220458984, 22.06729148505666)
(0.8281216621398926, 22.623846674497837)
(0.7499995231628418, 22.395372411526775)
(0.7343738079071045, 22.724407190143044)
(0.7343778610229492, 22.215562748106795)
(0.7343955039978027, 22.539573107092483)
(0.7343847751617432, 22.409359599900263)
(0.7187373638153076, 22.225023541314755)
(0.7499985694885254, 22.624904337168044)
(0.7343955039978027, 22.816741462218648)
(0.7343661785125732, 22.807777975695938)
(0.7343776226043701, 22.253237572172335)
(0.7343852519989014, 22.542395695516404)
(0.7343647480010986, 22.54408248397881)
(0.7500157356262207, 22.405984787593876)
(0.7499918937683105, 22.458612187792863)
(0.7500021457672119, 22.311932530625622)
(0.7343709468841553, 22.859993364389343)

Promedio de tiempos:
0.7389436721801758 segundos
738.9436721801758 milisegundos

Desviación estándar:
0.015458484830138937 segundos
15.458484830138936 milisegundos

Promedio valor función objetivo:
22.43840398801693
Desviación estándar valor función objetivo:
0.015458484830138937
