Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 60 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(1.1144580841064453, 21.99953831064949)
(1.087592601776123, 22.55159059127721)
(1.077763319015503, 22.07465585389495)
(1.1111619472503662, 22.420673322896107)
(1.263610601425171, 22.067111328988567)
(1.2730462551116943, 22.840991658924548)
(1.141636610031128, 22.56840894947933)
(1.0976951122283936, 22.504796082904754)
(1.1056828498840332, 20.511217095886803)
(1.0870137214660645, 22.181927162705154)
(1.088052749633789, 22.246007402792305)
(1.0930349826812744, 22.272271335527194)
(1.1149840354919434, 20.21985627042821)
(1.2112572193145752, 22.515484254205067)
(1.2253832817077637, 22.41810691301082)
(1.2011711597442627, 22.7103380167301)
(1.094468593597412, 22.454289634412888)
(1.0765256881713867, 22.35943449844312)
(1.2278380393981934, 22.322913734702784)
(1.3193705081939697, 22.44856891825781)
(1.1169402599334717, 20.85533737311428)
(1.3559818267822266, 22.700978229804562)
(1.0905327796936035, 22.27320708380514)
(1.2231419086456299, 22.77755259752473)
(1.2226598262786865, 22.24821974977295)
(1.3409438133239746, 22.517343375646902)
(1.1967589855194092, 22.20249618949951)
(1.1748013496398926, 22.3739596222826)
(1.1071455478668213, 20.622833773532957)
(1.08139967918396, 22.43319988355771)
(1.1015102863311768, 22.52835299982107)
(1.108543872833252, 22.430224138612996)
(1.1095428466796875, 22.145028826097995)
(1.106618881225586, 22.684868687143624)
(1.0941271781921387, 22.261818015023024)
(1.0882759094238281, 22.070093344775646)
(1.0921881198883057, 21.716459923840983)
(1.0994718074798584, 22.69121480278342)
(1.087719440460205, 22.2551902529689)
(1.0775952339172363, 21.98592156614082)
(1.1766424179077148, 22.31011900508358)
(1.1410775184631348, 22.66634540652282)
(1.099928617477417, 22.951056825069788)
(1.089205265045166, 22.736123194838317)
(1.10343599319458, 22.360726944041378)
(1.1361098289489746, 22.231949839730497)
(1.0905749797821045, 22.566951158158336)
(1.0815672874450684, 22.122273275198605)
(1.1120741367340088, 22.20474159250847)
(1.193359613418579, 22.470687571587735)

Promedio de tiempos:
1.1422324514389037 segundos
1142.2324514389038 milisegundos

Desviación estándar:
0.0725473484714898 segundos
72.5473484714898 milisegundos

Promedio valor función objetivo:
22.241669131692127
Desviación estándar valor función objetivo:
0.0725473484714898
