Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 90 iteraciones y 50 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(3.8738083839416504, 22.63253459787605)
(3.966874599456787, 22.617575126332042)
(3.869945764541626, 22.231464804046645)
(3.8548336029052734, 22.33561200381337)
(4.082849979400635, 20.73866092758534)
(3.792268991470337, 22.133756561588875)
(3.7636632919311523, 22.047785812364666)
(4.035367488861084, 22.28466208960558)
(3.807143211364746, 22.610788208454426)
(3.8060355186462402, 22.10870266731487)
(3.890103816986084, 22.374338715950188)
(3.8349132537841797, 22.188400035932652)
(3.8237433433532715, 22.480265152381946)
(4.067111015319824, 22.927962141351028)
(3.8523004055023193, 22.06089301864143)
(3.824253797531128, 22.164967142267326)
(3.8513526916503906, 22.42135521338163)
(3.8078582286834717, 22.671819622093224)
(3.787000894546509, 21.912511954479864)
(3.784475564956665, 22.123919756152883)
(3.838906764984131, 21.86624369769263)
(3.819775342941284, 22.477929069368713)
(3.887643575668335, 22.418564362922105)
(3.8339202404022217, 22.65803678067606)
(3.8060243129730225, 21.940577403906897)
(3.973436117172241, 22.366910183947528)
(3.7706520557403564, 21.61057391076183)
(3.8248677253723145, 22.516602503206165)
(3.8673908710479736, 22.400990791547652)
(3.846586227416992, 22.652357719156363)
(3.843580722808838, 22.341186282559878)
(3.784790515899658, 22.293622159004993)
(3.7938952445983887, 21.864289403086218)
(3.870695114135742, 22.515098889224653)
(3.8745510578155518, 22.326356133479006)
(3.822007179260254, 22.64925130851756)
(3.8622140884399414, 22.18162728165681)
(4.682518482208252, 22.8118641503321)
(3.850264072418213, 22.247903588419465)
(3.7956576347351074, 22.538216865322998)
(3.8531410694122314, 22.118683362802322)
(3.7909533977508545, 21.973656746354663)
(3.809943914413452, 22.290694985135037)
(3.8196229934692383, 22.292277832990234)
(3.806631326675415, 22.58873859426248)
(3.8809618949890137, 22.61719699387369)
(3.8416099548339844, 22.462632112999373)
(3.8378257751464844, 22.595973785959455)
(3.9004054069519043, 22.646988450516613)
(3.7808046340942383, 22.314877159486315)

Promedio de tiempos:
3.8669436311721803 segundos
3866.94363117218 milisegundos

Desviación estándar:
0.1351133489083023 segundos
135.1133489083023 milisegundos

Promedio valor función objetivo:
22.312957961215673
Desviación estándar valor función objetivo:
0.3502075402631815
