Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 40 iteraciones y 70 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(2.642866611480713, 22.19807519466032)
(2.5672781467437744, 22.17342599923461)
(2.5516419410705566, 22.588938148168832)
(2.8855996131896973, 22.174833492242676)
(2.7728328704833984, 22.06101997851001)
(2.5908093452453613, 22.529620228835935)
(2.616908073425293, 22.1665935744772)
(2.594320774078369, 22.26720801573075)
(2.5855696201324463, 22.210678282309612)
(2.9199819564819336, 22.356846406795544)
(2.6344597339630127, 22.150699644486142)
(2.6049561500549316, 22.520888719584402)
(2.5492072105407715, 22.27813300246903)
(2.5514771938323975, 22.328035550301998)
(2.585952043533325, 22.384887824486288)
(2.540616512298584, 22.54901977054437)
(2.5662407875061035, 22.41471195083841)
(2.94122052192688, 22.331956183946744)
(2.6695964336395264, 22.366018429219437)
(2.9595024585723877, 22.374248792634123)
(2.700357437133789, 22.542352893826997)
(2.6800055503845215, 22.630893302269012)
(2.5557401180267334, 22.10175761103216)
(2.553485870361328, 22.366596456470116)
(2.5557610988616943, 21.8225355373667)
(2.5143423080444336, 20.518870464477708)
(2.570488929748535, 22.265786713078064)
(2.5739078521728516, 22.380154105443793)
(2.558079957962036, 22.269090495923866)
(2.6162023544311523, 20.93372164387095)
(2.6231496334075928, 20.675411647065616)
(2.535831928253174, 22.53093652371774)
(2.580995559692383, 22.503990971967536)
(2.653846263885498, 22.167614743835856)
(2.723062515258789, 22.47101343520991)
(2.8237664699554443, 22.769514480128876)
(2.56294584274292, 22.194635508652247)
(2.5914711952209473, 22.151821394440187)
(2.5330300331115723, 22.22964935717095)
(2.679966449737549, 22.655370528754826)
(2.9944353103637695, 20.5630412185372)
(2.8260483741760254, 22.646628130546368)
(3.6311376094818115, 21.7857344408696)
(3.4461734294891357, 22.406061368031278)
(6.215065002441406, 22.34302291961804)
(3.672459363937378, 22.58172385235183)
(2.7909910678863525, 22.078545405496556)
(2.6305148601531982, 22.50204258689822)
(2.8860220909118652, 22.527528666694817)
(2.794410228729248, 22.423051845432738)

Promedio de tiempos:
2.788094654083252 segundos
2788.094654083252 milisegundos

Desviación estándar:
0.551234171033908 segundos
551.2341710339081 milisegundos

Promedio valor función objetivo:
22.209298748773126
Desviación estándar valor función objetivo:
0.551234171033908
