Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 60 iteraciones y 10 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.9687464237213135, 22.289899144626876)
(1.3750009536743164, 22.097394333496222)
(1.0000007152557373, 22.227157625372605)
(1.406252145767212, 22.354624154601957)
(0.8437478542327881, 22.320081339965938)
(1.2031240463256836, 22.322417274640863)
(1.2187511920928955, 22.0192428212452)
(0.984367847442627, 22.194898144636053)
(1.5781304836273193, 22.21437161548825)
(1.1562440395355225, 22.08374452244888)
(1.3281302452087402, 22.082589664897963)
(0.970005989074707, 21.895341497827925)
(2.1562464237213135, 21.95488198801113)
(1.7343871593475342, 21.789123696357333)
(1.5156147480010986, 21.61259510700232)
(1.2187576293945312, 22.42663909682229)
(0.9374921321868896, 22.30125962050843)
(1.1250088214874268, 22.212770937776327)
(0.7813260555267334, 21.882163371122438)
(1.1717922687530518, 22.485693912483583)
(1.2031283378601074, 22.564714960129844)
(0.8593776226043701, 22.291638087830542)
(1.0000078678131104, 22.40667651330601)
(1.5468525886535645, 21.963721811152546)
(0.9531302452087402, 22.01323308876827)
(1.1250059604644775, 22.05937788573551)
(1.0781159400939941, 22.14692298506078)
(0.7499992847442627, 22.08815577709524)
(0.9231410026550293, 20.712813865126495)
(1.0624973773956299, 21.95118187370696)
(1.0156259536743164, 22.175879147114404)
(1.3281259536743164, 22.13762005386133)
(0.9531207084655762, 22.014861260410434)
(1.8437771797180176, 22.486833520051277)
(1.328108310699463, 22.28026056159488)
(1.468747854232788, 21.773411143252005)
(1.5168848037719727, 21.007325741825113)
(1.171879529953003, 22.61030393845924)
(1.3906188011169434, 21.902761536842117)
(0.9062540531158447, 22.264510823917924)
(1.3906223773956299, 22.17311910795429)
(1.2812464237213135, 20.942005426714037)
(1.0937612056732178, 22.095905446582954)
(1.5168747901916504, 22.05861655977455)
(1.1249957084655762, 22.440227311452908)
(1.6562597751617432, 20.840237997417198)
(1.4218664169311523, 22.242734702981856)
(1.281243085861206, 21.933547454947995)
(1.0468721389770508, 22.068365930462196)
(1.3281433582305908, 22.195676427766877)

Promedio de tiempos:
1.224788236618042 segundos
1224.788236618042 milisegundos

Desviación estándar:
0.28399601370620187 segundos
283.9960137062019 milisegundos

Promedio valor función objetivo:
22.05219061621257
Desviación estándar valor función objetivo:
0.28399601370620187
