Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 40 iteraciones y 60 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.9374923706054688, 22.331385528404528)
(1.1093769073486328, 22.316650883004726)
(0.7968854904174805, 22.368900583821247)
(1.0937418937683105, 22.763922681125266)
(0.7343883514404297, 22.3010404060803)
(0.9843597412109375, 20.331556623430526)
(0.9218640327453613, 22.664195179705633)
(0.7824826240539551, 22.425313643098814)
(0.8125066757202148, 22.37889609871601)
(1.000002145767212, 22.44145853194216)
(0.9062395095825195, 21.90610542119954)
(0.7656259536743164, 22.669325177966808)
(1.015629529953003, 21.974303584323444)
(0.734379768371582, 22.67300319536679)
(0.7031264305114746, 22.290672054214873)
(0.796863317489624, 22.22201511295894)
(0.6406278610229492, 22.149550017659635)
(0.8593719005584717, 22.356972095242146)
(0.9062488079071045, 22.65586705372166)
(0.7343835830688477, 22.544241944426016)
(0.8450181484222412, 22.262398650043156)
(0.9375083446502686, 21.855576371188217)
(0.8437552452087402, 22.25614812555066)
(0.7499997615814209, 22.124320231987316)
(1.356107234954834, 22.30186822439061)
(0.7187557220458984, 22.347466486963974)
(1.1249973773956299, 22.226251576240198)
(0.8593699932098389, 22.292642881483633)
(0.7822346687316895, 22.64532451402349)
(0.8593816757202148, 22.085730661582264)
(1.2187438011169434, 22.5735804413414)
(1.2968790531158447, 22.344425362690753)
(0.8749961853027344, 22.070593894398744)
(1.0468757152557373, 22.29154776986745)
(1.0625007152557373, 22.4857586732082)
(0.8593776226043701, 22.40773377467651)
(1.0156197547912598, 22.432211927032064)
(0.8906238079071045, 22.388675950732974)
(0.875007152557373, 22.53620508655192)
(0.6562469005584717, 22.156506088740038)
(0.96875, 22.10742837440593)
(1.2343719005584717, 22.295099571672072)
(1.2968568801879883, 22.361564380122577)
(1.1250014305114746, 22.32555123813648)
(0.7031292915344238, 22.295016340669417)
(0.6731154918670654, 22.542913011075296)
(0.8125073909759521, 22.475740746162405)
(0.7500061988830566, 22.25510788071017)
(0.8906252384185791, 22.447056275706032)
(0.7812438011169434, 22.547918683307437)

Promedio de tiempos:
0.906904067993164 segundos
906.9040679931641 milisegundos

Desviación estándar:
0.17567374607910624 segundos
175.67374607910625 milisegundos

Promedio valor función objetivo:
22.310074780221406
Desviación estándar valor función objetivo:
0.17567374607910624
