Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 20 iteraciones y 90 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.7656311988830566, 22.664145792056882)
(0.6562411785125732, 22.322323648296237)
(0.5468869209289551, 22.386992482682828)
(0.5629940032958984, 22.926636607269796)
(0.6400504112243652, 22.304351014960854)
(0.6406259536743164, 22.062741779384236)
(0.6406471729278564, 22.474580314207433)
(0.5937314033508301, 20.960561304631653)
(0.7499630451202393, 22.46740117433057)
(0.6250011920928955, 22.594398751070994)
(0.6562483310699463, 20.71377459521465)
(0.6249992847442627, 22.370692348512065)
(0.5041007995605469, 22.38322447359511)
(0.7500088214874268, 22.091772617987306)
(0.6406235694885254, 22.287447812215028)
(0.7187557220458984, 22.497479904818306)
(0.703132152557373, 22.6218081475454)
(0.6718795299530029, 22.473107777391863)
(0.5781371593475342, 22.379273432165313)
(0.562490701675415, 22.33601540901357)
(0.6875057220458984, 22.444245272613966)
(0.609368085861206, 22.216542438246183)
(0.5468809604644775, 22.082337337912044)
(0.7043943405151367, 22.356668167948733)
(0.6562488079071045, 21.979374032058956)
(1.0937609672546387, 22.116420352932856)
(0.7074129581451416, 22.15470226521536)
(0.5156216621398926, 22.16102219631131)
(0.6250107288360596, 22.41704539837098)
(0.5937387943267822, 22.11837543897319)
(0.6562559604644775, 22.416937686040217)
(0.7187514305114746, 22.437277153963077)
(0.6562521457672119, 21.821863380496833)
(0.8593745231628418, 20.59611240741671)
(0.7031261920928955, 22.10668240972442)
(0.6093981266021729, 22.338949569832817)
(0.4531073570251465, 22.127838775791933)
(0.7199928760528564, 22.432733988111423)
(0.8125050067901611, 22.45032988539038)
(0.6874980926513672, 22.380809566209695)
(0.6718776226043701, 22.33702609026983)
(0.7343795299530029, 21.81933883705078)
(0.6718733310699463, 22.61120701207024)
(0.6406219005584717, 22.28960573800615)
(0.6406381130218506, 22.659181656543797)
(0.578113317489624, 20.536139444010136)
(0.6093671321868896, 22.422872726140184)
(0.609375, 22.475614752167395)
(0.5781276226043701, 22.409716831130346)
(0.5781333446502686, 22.85387952520705)

Promedio de tiempos:
0.6552172040939331 segundos
655.2172040939331 milisegundos

Desviación estándar:
0.09875244657969127 segundos
98.75244657969128 milisegundos

Promedio valor función objetivo:
22.217791594470143
Desviación estándar valor función objetivo:
0.09875244657969127
