Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 10 iteraciones y 30 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(0.948251485824585, 22.482114529982226)
(0.951693058013916, 22.445145907113446)
(0.9517111778259277, 22.466755146125333)
(0.9461290836334229, 22.436885046548174)
(0.9436273574829102, 22.66506252394568)
(0.9486315250396729, 22.550985697548402)
(0.9516730308532715, 22.243035857541614)
(0.9552230834960938, 22.830336844191947)
(0.947129487991333, 22.525866620621972)
(0.943626880645752, 22.1170027031168)
(0.9476296901702881, 22.40209601913519)
(0.9376235008239746, 22.248107051450642)
(0.9541339874267578, 22.45315277102588)
(0.9446282386779785, 22.66119069613445)
(0.9456286430358887, 22.906640556890142)
(0.9406251907348633, 22.58800179531315)
(0.9456279277801514, 22.785873531862)
(0.9586384296417236, 22.480596523632684)
(0.9671430587768555, 22.40205397583777)
(0.9507801532745361, 22.17589036721544)
(0.9406254291534424, 22.18850878599487)
(0.9376232624053955, 22.294367398617794)
(0.9466297626495361, 22.422726478765973)
(0.9626402854919434, 22.169868383123678)
(0.9461286067962646, 22.293759195269214)
(0.9466753005981445, 22.545356547468817)
(0.9486894607543945, 22.750846429915573)
(0.9676434993743896, 22.615508063666976)
(0.9456496238708496, 22.032947832541897)
(0.9481303691864014, 22.65225214481549)
(0.9486305713653564, 22.470705417920694)
(0.9066030979156494, 21.16935246292383)
(0.9441261291503906, 22.172172599121055)
(0.9366216659545898, 22.270844503991132)
(0.9566357135772705, 21.96487005427486)
(0.9436275959014893, 22.2589577531756)
(0.9401247501373291, 22.017908282542972)
(0.9501307010650635, 22.7703738067219)
(0.9897637367248535, 22.418169084646753)
(0.9566688537597656, 22.386836966470007)
(0.9472005367279053, 22.507519705817582)
(0.9391236305236816, 22.575332995659014)
(0.947629451751709, 22.456114251227834)
(0.9456274509429932, 22.39628997582711)
(0.961219310760498, 22.279367233199913)
(0.9557814598083496, 22.467090385483125)
(0.8995983600616455, 20.98955850556948)
(0.943627119064331, 22.05784935401864)
(0.9571928977966309, 22.583309704866767)
(0.970714807510376, 22.067169630075195)

Promedio de tiempos:
0.9482247686386108 segundos
948.2247686386108 milisegundos

Desviación estándar:
0.013220990864850306 segundos
13.220990864850306 milisegundos

Promedio valor función objetivo:
22.36225456197893
Desviación estándar valor función objetivo:
0.34175770872164407
