Tiempos de ejecución y valor de la función objetivo de metaheurística con 50 repeticiones de 80 iteraciones y 20 hormigas:

(Tiempo de ejecución, Valor función objetivo)
(5.280998945236206, 22.058001756326373)
(5.274148464202881, 22.346103538375175)
(5.295146465301514, 22.594415444867956)
(5.225972414016724, 22.14021648651742)
(5.255600214004517, 22.655772510748548)
(5.275630474090576, 22.43164824342544)
(5.195451021194458, 22.415456150850176)
(5.215578556060791, 22.120559670192698)
(5.242615699768066, 22.37246249692769)
(5.270503044128418, 22.847403330462583)
(5.252490520477295, 22.310070666768944)
(5.082131385803223, 20.881649509416135)
(5.23798131942749, 22.584957388295148)
(5.251237869262695, 22.334850475122668)
(5.233736991882324, 22.237812505927835)
(5.156927108764648, 22.520953299982025)
(5.206456661224365, 22.232716712923313)
(5.2906153202056885, 22.872708714736294)
(5.274945020675659, 22.374604001500536)
(5.255127429962158, 22.47811902777663)
(5.252490043640137, 22.87200859155967)
(5.312128305435181, 22.087851809632156)
(5.252584934234619, 22.666595135931296)
(5.2349793910980225, 22.14018623195384)
(5.267240524291992, 22.438712762321742)
(5.244096040725708, 22.307328765029315)
(5.275676012039185, 22.419890824881563)
(5.212676286697388, 22.74608468282148)
(5.247106075286865, 22.828213186522813)
(5.034012317657471, 20.926008794720314)
(5.307528018951416, 22.52553791748639)
(5.28801417350769, 22.626959285433124)
(5.322634935379028, 22.523891406899164)
(5.241098165512085, 22.652470872621343)
(5.267090797424316, 22.609119989904723)
(5.254992246627808, 22.501843714538847)
(5.272503614425659, 22.603848232742255)
(5.251990079879761, 22.33740310599028)
(5.263099908828735, 22.668244418191186)
(5.251993656158447, 22.316988087157995)
(5.265106201171875, 22.60145041741124)
(5.1869471073150635, 22.333733857937077)
(5.248588562011719, 22.476157599912394)
(5.2525389194488525, 22.416878537028765)
(5.243572950363159, 22.61492328628941)
(5.25864315032959, 22.72701846408449)
(5.2344794273376465, 22.150945352523735)
(5.279630422592163, 22.271244609543146)
(5.240481615066528, 22.179109036447755)
(5.280111074447632, 22.560042868657792)

Promedio de tiempos:
5.246346597671509 segundos
5246.346597671509 milisegundos

Desviación estándar:
0.04918700296070859 segundos
49.18700296070859 milisegundos

Promedio valor función objetivo:
22.39882347554638
Desviación estándar valor función objetivo:
0.37010463029578533
